CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,new_Credit_Limit,new_Avg_Utilization_Ratio,new_Avg_Open_To_Buy,new_level_Education_Level,new_level_Gender,new_level_Income_Category,new_level_Marital_Status
709473708,Existing Customer,39.0,3.0,Blue,31.0,4.0,2.0,3.0,1661.0,0.681,1780.0,33.0,0.941,0.00019864,0.9998,30753.0,0.054,29092.0,Graduate,M,$80K - $120K,Married
708593883,Existing Customer,39.0,2.0,Blue,26.0,3.0,1.0,4.0,1573.0,0.943,1813.0,38.0,0.727,0.00015365,0.99985,2731.0,0.576,1158.0,College,M,$60K - $80K,Married
710241858,Existing Customer,39.0,4.0,Blue,31.0,6.0,1.0,4.0,0.0,0.545,2040.0,36.0,0.44,0.00018218,0.99982,2890.0,0.0,2890.0,Others,F,Less than $40K,Married
715392558,Existing Customer,52.0,1.0,Blue,44.0,6.0,1.0,2.0,0.0,1.03,2848.0,56.0,0.75,5.6825e-05,0.99994,34516.0,0.0,34516.0,Others,M,Others,Single
717399183,Existing Customer,37.0,1.0,Blue,26.0,6.0,3.0,1.0,1176.0,1.164,2774.0,52.0,0.625,0.00010182,0.9999,8058.0,0.146,6882.0,Graduate,M,$80K - $120K,Married
817925058,Existing Customer,50.0,2.0,Blue,45.0,6.0,1.0,4.0,2401.0,0.779,1932.0,35.0,0.346,0.00016249,0.99984,5660.0,0.424,3259.0,Uneducated,F,Others,Married
716029158,Existing Customer,59.0,0.0,Blue,36.0,6.0,4.0,5.0,1366.0,0.63,1480.0,35.0,0.458,0.0010174,0.99898,4230.0,0.323,2864.0,Others,M,$60K - $80K,Married
715043508,Existing Customer,38.0,2.0,Blue,36.0,4.0,3.0,4.0,0.0,0.79,4642.0,61.0,0.605,0.000516,0.99948,9515.0,0.0,9515.0,Graduate,M,$40K - $60K,Others
716610558,Existing Customer,65.0,0.0,Blue,36.0,3.0,3.0,3.0,1559.0,0.708,2724.0,71.0,0.651,0.00025237,0.99975,4479.107594936709,0.142,9403.0,High School,F,$40K - $60K,Single
716768808,Existing Customer,57.0,1.0,Blue,36.0,6.0,2.0,4.0,1967.0,0.462,1591.0,43.0,0.72,0.00033692,0.99966,23848.0,0.082,21881.0,Others,M,Others,Married
795810633,Existing Customer,65.0,0.0,Blue,56.0,3.0,3.0,2.0,1295.0,0.758,1234.0,24.0,1.182,0.00015871,0.99984,10144.0,0.128,8849.0,Uneducated,M,Others,Married
779925033,Existing Customer,38.0,4.0,Blue,22.0,4.0,3.0,4.0,1969.0,1.235,2807.0,60.0,0.714,0.00054115,0.99946,2997.0,0.657,1028.0,Graduate,F,$40K - $60K,Married
790225758,Existing Customer,41.0,2.0,Blue,35.0,6.0,3.0,3.0,620.0,0.664,2262.0,47.0,0.424,0.00029411,0.99971,2647.0,0.234,2027.0,College,M,$80K - $120K,Single
713879283,Existing Customer,55.0,2.0,Blue,47.0,3.0,1.0,2.0,1300.0,0.519,1694.0,34.0,0.7,5.5077e-05,0.99994,4580.0,0.284,3280.0,Graduate,F,Less than $40K,Married
715968858,Existing Customer,28.0,0.0,Blue,13.0,4.0,1.0,2.0,1630.0,0.521,1822.0,33.0,0.32,5.5613e-05,0.99994,2608.0,0.625,978.0,Others,M,Others,Married
767687208,Existing Customer,31.0,2.0,Blue,24.0,6.0,3.0,3.0,1180.0,0.801,2329.0,69.0,0.605,0.00033251,0.99967,34516.0,0.034,33336.0,Others,M,$80K - $120K,Single
778728783,Existing Customer,39.0,2.0,Blue,19.0,5.0,3.0,1.0,2095.0,1.281,2739.0,56.0,0.75,0.00011924,0.99988,3156.0,0.664,1061.0,Others,F,Less than $40K,Married
713637783,Existing Customer,44.0,3.0,Blue,31.0,5.0,2.0,0.0,2053.0,0.716,1810.0,38.0,0.727,4.3568e-05,0.99996,7831.03288590604,0.082,22883.0,Graduate,F,Others,Married
718162908,Existing Customer,55.0,3.0,Blue,42.0,3.0,2.0,1.0,614.0,0.397,1472.0,48.0,0.412,6.9248e-05,0.99993,26101.0,0.024,25487.0,College,M,$80K - $120K,Married
708664008,Existing Customer,57.0,3.0,Blue,45.0,6.0,3.0,4.0,0.0,0.398,1222.0,37.0,0.423,0.00052057,0.99948,14270.0,0.0,14270.0,College,M,$80K - $120K,Married
711929058,Existing Customer,28.0,0.0,Blue,21.0,5.0,3.0,5.0,1209.0,1.228,2157.0,49.0,1.882,0.00074474,0.99926,25618.0,0.047,24409.0,High School,M,Others,Married
770781558,Existing Customer,35.0,2.0,Blue,21.0,5.0,1.0,2.0,2517.0,0.677,1914.0,31.0,0.348,5.5077e-05,0.99994,3230.0,0.779,713.0,Graduate,F,Less than $40K,Married
790048158,Existing Customer,46.0,4.0,Blue,38.0,3.0,3.0,3.0,1865.0,1.279,2632.0,54.0,1.077,0.00030845,0.99969,3152.0971223021584,0.21,2609.267761864645,College,F,Less than $40K,Married
721258158,Existing Customer,65.0,1.0,Blue,51.0,3.0,3.0,5.0,1491.0,0.651,2429.0,63.0,0.75,0.00086149,0.99914,11037.0,0.135,9546.0,Uneducated,F,Others,Single
786480183,Existing Customer,50.0,2.0,Blue,44.0,6.0,2.0,5.0,0.0,0.88,3626.0,69.0,0.683,0.00058091,0.99942,16763.0,0.0,16763.0,Uneducated,F,Others,Married
721378008,Existing Customer,31.0,0.0,Blue,21.0,6.0,2.0,2.0,1461.0,0.775,2718.0,71.0,0.775,0.00010043,0.9999,2621.0,0.557,1160.0,Uneducated,M,$40K - $60K,Others
786566733,Existing Customer,49.0,2.0,Blue,43.0,3.0,3.0,5.0,1190.0,0.557,3764.0,64.0,0.524,0.00098108,0.99902,4939.0,0.241,3749.0,Others,M,$80K - $120K,Single
794551383,Existing Customer,50.0,3.0,Blue,32.0,5.0,3.0,4.0,1218.0,0.879,4535.0,75.0,0.562,0.00052057,0.99948,4419.0,0.276,3201.0,College,F,Less than $40K,Single
820981383,Existing Customer,44.0,4.0,Blue,39.0,5.0,1.0,4.0,1796.0,0.958,1739.0,42.0,0.448,0.00016112,0.99984,9235.0,0.194,2609.267761864645,High School,F,Less than $40K,Others
713366583,Existing Customer,63.0,1.0,Blue,56.0,6.0,1.0,3.0,1685.0,0.541,1405.0,40.0,0.481,8.453e-05,0.99992,3055.0,0.552,1370.0,High School,F,Less than $40K,Married
767311008,Existing Customer,41.0,1.0,Blue,35.0,6.0,2.0,3.0,770.0,0.755,1576.0,41.0,0.952,0.00017969,0.99982,19412.0,0.04,18642.0,Graduate,M,$80K - $120K,Others
716624133,Existing Customer,56.0,1.0,Blue,36.0,6.0,1.0,3.0,1880.0,0.702,1205.0,19.0,0.462,9.5577e-05,0.9999,12786.0,0.147,10906.0,Others,M,$80K - $120K,Married
712727283,Existing Customer,55.0,1.0,Blue,36.0,4.0,2.0,3.0,1275.0,0.397,1281.0,28.0,0.75,0.00017969,0.99982,4666.0,0.273,3391.0,Graduate,M,$60K - $80K,Married
716059608,Existing Customer,48.0,4.0,Blue,38.0,4.0,3.0,3.0,1505.0,0.78,3277.0,67.0,0.558,0.00030845,0.99969,4894.0,0.308,3389.0,College,F,Less than $40K,Single
708292833,Existing Customer,35.0,2.0,Blue,36.0,4.0,2.0,3.0,1250.0,0.641,2754.0,60.0,0.463,0.0001861,0.99981,27389.0,0.046,26139.0,High School,M,Others,Single
720013083,Existing Customer,30.0,0.0,Blue,18.0,6.0,3.0,2.0,797.0,0.779,3265.0,74.0,0.574,0.00018162,0.99982,2132.0,0.374,1335.0,Others,F,Less than $40K,Single
710540883,Existing Customer,37.0,3.0,Blue,24.0,5.0,3.0,2.0,0.0,0.714,2449.0,67.0,0.634,0.00018145,0.99982,6590.0,0.0,6590.0,High School,M,$80K - $120K,Single
709212183,Existing Customer,53.0,2.0,Blue,36.0,6.0,1.0,3.0,1470.0,0.388,1634.0,53.0,0.472,9.2637e-05,0.99991,3176.0,0.463,1706.0,Graduate,F,Less than $40K,Married
713424108,Existing Customer,37.0,1.0,Blue,27.0,4.0,1.0,3.0,2349.0,0.718,2591.0,57.0,0.541,8.6952e-05,0.99991,4288.0,0.17756462585034014,1939.0,Graduate,M,$60K - $80K,Single
718476033,Existing Customer,65.0,0.0,Blue,56.0,5.0,3.0,5.0,2355.0,0.716,2444.0,49.0,0.633,0.00078765,0.99921,20130.0,0.117,17775.0,Uneducated,F,Others,Single
815001108,Existing Customer,48.0,2.0,Blue,43.0,3.0,3.0,2.0,1685.0,0.9,3598.0,67.0,0.718,0.00026028,0.99974,5945.0,0.283,4260.0,Others,M,Less than $40K,Single
709802208,Existing Customer,37.0,1.0,Blue,17.0,3.0,1.0,4.0,0.0,1.316,2849.0,61.0,0.694,0.00014834,0.99985,3350.0,0.0,3350.0,Graduate,M,$40K - $60K,Married
713445183,Existing Customer,35.0,1.0,Blue,26.0,4.0,3.0,2.0,1841.0,1.504,2794.0,58.0,1.148,0.00016413,0.99984,4008.0,0.459,2167.0,High School,M,$60K - $80K,Married
717310458,Existing Customer,35.0,3.0,Blue,27.0,3.0,3.0,2.0,938.0,0.988,2960.0,65.0,0.757,0.00018665,0.99981,5780.0,0.162,4842.0,Graduate,F,Less than $40K,Single
789158433,Existing Customer,49.0,2.0,Blue,38.0,4.0,1.0,2.0,1674.0,0.701,2922.0,53.0,0.963,5.3542e-05,0.99995,2497.0,0.67,823.0,High School,F,$40K - $60K,Others
788761608,Existing Customer,26.0,0.0,Blue,13.0,3.0,3.0,4.0,2286.0,0.671,2564.0,57.0,0.462,0.00043049,0.99957,10286.0,0.222,8000.0,High School,F,Others,Single
709916058,Existing Customer,58.0,1.0,Blue,36.0,3.0,1.0,3.0,2163.0,0.615,1631.0,40.0,0.29,9.5577e-05,0.9999,2347.0,0.922,184.0,Others,M,$60K - $80K,Married
789804933,Existing Customer,29.0,2.0,Blue,18.0,4.0,1.0,2.0,1236.0,0.995,2536.0,69.0,0.865,5.663e-05,0.99994,23125.0,0.053,21889.0,Uneducated,F,Others,Single
780070833,Existing Customer,58.0,2.0,Blue,43.0,6.0,2.0,2.0,2517.0,0.63,1617.0,29.0,1.417,0.00012511,0.99987,3034.0,0.83,517.0,Others,F,Less than $40K,Married
772776033,Existing Customer,33.0,2.0,Blue,23.0,3.0,4.0,3.0,1874.0,0.699,2249.0,47.0,1.35,0.00035543,0.99964,7081.0,0.265,5207.0,College,M,$80K - $120K,Single
719804208,Existing Customer,36.0,2.0,Blue,28.0,5.0,1.0,3.0,1873.0,0.563,1933.0,48.0,0.655,9.2637e-05,0.99991,6824.0,0.274,4951.0,Graduate,M,$40K - $60K,Married
715077483,Existing Customer,47.0,3.0,Blue,36.0,4.0,3.0,4.0,772.0,1.451,2250.0,40.0,0.905,0.00077466,0.99923,1438.3,0.537,666.3,Others,F,Less than $40K,Married
717000858,Existing Customer,41.0,2.0,Blue,29.0,3.0,2.0,2.0,1738.0,0.745,2274.0,52.0,0.733,0.00011382,0.99989,2683.0,0.648,945.0,Graduate,M,Less than $40K,Married
792402483,Existing Customer,46.0,4.0,Blue,40.0,5.0,2.0,1.0,985.0,0.841,4263.0,70.0,1.0,7.1987e-05,0.99993,12280.0,0.08,11295.0,Graduate,M,$60K - $80K,Single
712973733,Existing Customer,58.0,4.0,Blue,36.0,3.0,2.0,2.0,1480.0,0.346,1393.0,38.0,0.462,0.00011937,0.99988,14607.0,0.101,13127.0,Graduate,M,$60K - $80K,Married
813213558,Existing Customer,53.0,1.0,Blue,48.0,4.0,3.0,3.0,1469.0,0.716,3709.0,64.0,0.684,0.00041087,0.99959,2267.0,0.648,798.0,Others,F,Less than $40K,Single
718215033,Existing Customer,54.0,3.0,Blue,36.0,6.0,2.0,4.0,2260.0,0.487,1401.0,30.0,0.579,0.00037246,0.99963,2556.0,0.884,296.0,Others,F,Less than $40K,Married
717207408,Existing Customer,39.0,1.0,Blue,34.0,4.0,1.0,2.0,666.0,0.914,2995.0,60.0,0.875,5.3155e-05,0.99995,12512.0,0.053,11846.0,Uneducated,F,Others,Others
711426033,Existing Customer,49.0,2.0,Blue,39.0,3.0,2.0,2.0,946.0,0.857,3806.0,65.0,0.667,0.00011382,0.99989,11332.0,0.083,10386.0,Graduate,M,$80K - $120K,Married
719233833,Existing Customer,35.0,3.0,Blue,23.0,3.0,3.0,4.0,526.0,0.702,1944.0,55.0,0.618,0.00052052,0.99948,3073.0,0.171,2547.0,High School,F,Less than $40K,Married
716864733,Existing Customer,47.0,3.0,Silver,27.0,6.0,3.0,3.0,2315.0,0.599,1805.0,46.0,0.704,0.00027576,0.99972,34516.0,0.067,32201.0,College,M,Others,Married
821168733,Existing Customer,38.0,3.0,Blue,34.0,6.0,3.0,3.0,2301.0,0.68,1783.0,33.0,0.65,0.0003139,0.99969,5323.0,0.432,3022.0,Graduate,M,$60K - $80K,Married
710135058,Existing Customer,56.0,1.0,Blue,44.0,3.0,1.0,0.0,1501.0,0.51,1543.0,34.0,0.545,1.9069e-05,0.99998,9078.0,0.165,7577.0,Graduate,M,$80K - $120K,Married
720228708,Existing Customer,56.0,2.0,Blue,46.0,4.0,1.0,3.0,1347.0,0.381,1302.0,27.0,0.421,9.0056e-05,0.99991,27029.0,0.05,25682.0,High School,M,Others,Married
718618458,Existing Customer,38.0,3.0,Blue,25.0,5.0,1.0,4.0,1305.0,0.722,4345.0,72.0,0.674,0.00015942,0.99984,9859.0,0.132,8554.0,High School,M,$60K - $80K,Single
719470458,Attrited Customer,46.0,3.0,Blue,39.0,1.0,4.0,3.0,243.0,0.738,1102.0,27.0,0.8,0.9973,0.00270308,4026.0,0.06,3783.0,College,M,$80K - $120K,Single
719587158,Existing Customer,37.0,1.0,Blue,25.0,3.0,2.0,3.0,1799.0,0.732,2565.0,72.0,0.636,0.00017468,0.99983,2608.0,0.69,809.0,High School,M,$40K - $60K,Single
715499808,Existing Customer,63.0,0.0,Blue,36.0,4.0,1.0,4.0,2517.0,0.465,1342.0,26.0,1.0,0.00014907,0.99985,3552.0,0.709,1035.0,Others,F,Less than $40K,Married
718589133,Existing Customer,65.0,1.0,Blue,56.0,6.0,2.0,2.0,1619.0,0.697,2328.0,62.0,0.722,0.00010684,0.99989,4613.0,0.351,2994.0,Graduate,F,Less than $40K,Single
789235383,Existing Customer,38.0,4.0,Blue,27.0,5.0,2.0,4.0,1909.0,1.43,2119.0,52.0,1.08,0.00033297,0.99967,10386.0,0.184,8477.0,College,M,$80K - $120K,Married
773364483,Existing Customer,45.0,4.0,Silver,39.0,4.0,1.0,2.0,1298.0,0.757,1906.0,39.0,0.773,7.5527e-05,0.99992,9223.119999999999,0.038,8401.517715827338,Others,F,Others,Others
713548158,Existing Customer,26.0,0.0,Blue,36.0,5.0,2.0,3.0,1611.0,0.599,2349.0,41.0,0.464,0.00015971,0.99984,2657.0,0.606,1046.0,College,M,$40K - $60K,Single
720264783,Existing Customer,58.0,2.0,Blue,44.0,4.0,2.0,3.0,1327.0,0.553,1433.0,34.0,0.889,0.00019143,0.99981,5031.0,0.264,3704.0,Graduate,F,Less than $40K,Married
715319958,Attrited Customer,48.0,3.0,Blue,36.0,5.0,2.0,4.0,787.0,0.763,1312.0,32.0,0.6,0.99714,0.00286097,34516.0,0.023,33729.0,Uneducated,M,Others,Married
710528583,Existing Customer,26.0,0.0,Blue,16.0,6.0,2.0,4.0,835.0,0.588,2148.0,40.0,0.379,0.00030803,0.99969,1612.0,0.518,777.0,Others,F,$40K - $60K,Single
809990883,Existing Customer,48.0,3.0,Blue,43.0,6.0,2.0,2.0,1773.0,0.574,2038.0,64.0,0.362,0.00011811,0.99988,2423.0,0.732,650.0,Graduate,F,Less than $40K,Single
714412308,Attrited Customer,33.0,3.0,Blue,36.0,6.0,3.0,5.0,0.0,0.401,916.0,18.0,0.2,0.99892,0.0010775,7140.0,0.0,7140.0,Graduate,M,$80K - $120K,Married
772303458,Existing Customer,62.0,0.0,Blue,51.0,3.0,3.0,2.0,948.0,0.461,1407.0,44.0,0.467,0.00022336,0.99978,3377.0,0.281,2429.0,Others,F,$40K - $60K,Married
721243083,Attrited Customer,55.0,3.0,Blue,41.0,1.0,3.0,4.0,2408.0,0.796,1187.0,40.0,0.6,0.99819,0.00181217,34516.0,0.07,32108.0,Uneducated,M,$80K - $120K,Others
711990933,Existing Customer,40.0,2.0,Blue,29.0,4.0,3.0,2.0,0.0,0.699,3292.0,62.0,0.824,0.00017987,0.99982,2295.0,0.0,2295.0,Graduate,F,Less than $40K,Single
819977058,Existing Customer,46.0,2.0,Blue,41.0,3.0,3.0,2.0,1543.0,0.998,3432.0,71.0,0.972,0.00017486,0.99983,3150.0,0.49,1607.0,High School,M,$40K - $60K,Single
721467258,Existing Customer,58.0,1.0,Blue,36.0,3.0,2.0,5.0,1135.0,0.707,1541.0,33.0,0.833,0.00051556,0.99948,2165.0,0.524,1030.0,High School,M,$40K - $60K,Married
719976558,Existing Customer,47.0,2.0,Blue,34.0,3.0,2.0,4.0,1562.0,0.773,1881.0,49.0,0.815,0.00032656,0.99967,4249.0,0.368,2687.0,Graduate,M,$60K - $80K,Others
718824783,Existing Customer,50.0,2.0,Blue,41.0,6.0,1.0,3.0,1433.0,0.49,1986.0,50.0,0.613,0.00010183,0.9999,2966.0,0.483,1533.0,Others,M,$60K - $80K,Others
713303733,Existing Customer,53.0,1.0,Blue,41.0,6.0,3.0,2.0,744.0,0.636,1564.0,33.0,0.5,0.00016883,0.99983,1612.0,0.12929126213592232,868.0,Graduate,M,Others,Married
711129483,Existing Customer,45.0,3.0,Blue,36.0,3.0,1.0,3.0,1504.0,0.668,3447.0,72.0,0.895,9.6126e-05,0.9999,14593.0,0.103,13089.0,Graduate,M,$60K - $80K,Married
779618433,Existing Customer,48.0,4.0,Blue,38.0,6.0,3.0,2.0,1551.0,0.463,4428.0,82.0,0.822,0.00019396,0.99981,8327.0,0.186,6776.0,Uneducated,M,$40K - $60K,Single
797757333,Existing Customer,43.0,3.0,Gold,37.0,6.0,1.0,2.0,1580.0,0.707,4149.0,86.0,0.755,7.7478e-05,0.99992,8975.786666666665,0.046,9603.779386590584,Others,M,$60K - $80K,Married
814497483,Existing Customer,60.0,0.0,Blue,55.0,6.0,1.0,2.0,1393.0,0.468,1618.0,47.0,0.958,4.8595e-05,0.99995,6479.0,0.215,5086.0,Uneducated,M,$60K - $80K,Married
709623483,Existing Customer,56.0,2.0,Blue,41.0,4.0,1.0,3.0,1470.0,0.491,1281.0,36.0,0.8,9.0056e-05,0.99991,18442.0,0.08,16972.0,High School,M,Others,Married
709056558,Existing Customer,43.0,3.0,Blue,31.0,5.0,3.0,2.0,2517.0,0.816,1994.0,41.0,0.64,0.00018146,0.99982,2800.0,0.899,283.0,College,F,$40K - $60K,Married
708238833,Existing Customer,57.0,3.0,Blue,36.0,6.0,2.0,3.0,2215.0,0.408,1387.0,30.0,0.579,0.00019311,0.99981,3032.0,0.731,817.0,High School,F,Less than $40K,Married
813261408,Existing Customer,52.0,1.0,Blue,47.0,6.0,3.0,3.0,1338.0,0.926,3446.0,58.0,1.0,0.00029196,0.99971,2151.0,0.622,813.0,Uneducated,F,$40K - $60K,Married
720424608,Existing Customer,56.0,1.0,Blue,36.0,6.0,3.0,2.0,1084.0,0.847,1341.0,37.0,1.176,0.00018558,0.99981,24073.0,0.045,22989.0,Others,F,Others,Married
798022683,Attrited Customer,43.0,1.0,Blue,37.0,4.0,2.0,3.0,321.0,0.769,2508.0,44.0,0.294,0.99447,0.00553,25517.0,0.013,25196.0,Graduate,M,$80K - $120K,Married
769756983,Existing Customer,38.0,3.0,Blue,32.0,3.0,1.0,2.0,2227.0,1.295,2520.0,61.0,0.848,5.7151e-05,0.99994,7709.0,0.289,5482.0,Graduate,M,$60K - $80K,Married
712674183,Existing Customer,53.0,2.0,Blue,33.0,3.0,3.0,1.0,2180.0,0.321,1271.0,36.0,0.2,0.00010546,0.99989,4065.0,0.536,1885.0,College,M,$40K - $60K,Married
708900408,Existing Customer,52.0,1.0,Blue,35.0,3.0,2.0,4.0,1499.0,0.603,4370.0,83.0,0.537,0.00030653,0.99969,13169.0,0.114,11670.0,Graduate,F,Others,Others
713625483,Existing Customer,58.0,2.0,Blue,44.0,3.0,2.0,2.0,2508.0,0.476,1469.0,29.0,0.812,0.00011066,0.99989,11811.0,0.212,9303.0,College,M,$80K - $120K,Married
716869458,Existing Customer,34.0,3.0,Blue,36.0,3.0,6.0,1.0,704.0,0.551,2251.0,63.0,0.537,8.6389e-05,0.99991,7440.0,0.095,6736.0,College,F,Less than $40K,Single
788723133,Existing Customer,36.0,1.0,Blue,20.0,5.0,1.0,2.0,976.0,0.649,2240.0,53.0,0.395,5.0256e-05,0.99995,5452.296969696969,0.077,11738.0,High School,M,$40K - $60K,Single
794462133,Existing Customer,55.0,0.0,Blue,35.0,5.0,1.0,3.0,1978.0,0.675,1749.0,41.0,0.577,7.9494e-05,0.99992,3735.0,0.53,1757.0,Graduate,F,$40K - $60K,Single
712604133,Existing Customer,54.0,1.0,Blue,43.0,3.0,1.0,4.0,1699.0,0.428,1736.0,48.0,0.371,0.00015252,0.99985,25882.0,0.066,24183.0,Uneducated,M,$80K - $120K,Married
714397983,Existing Customer,36.0,2.0,Blue,36.0,4.0,3.0,1.0,1495.0,0.783,1942.0,42.0,0.75,0.00010546,0.99989,3877.0,0.386,2382.0,College,M,$40K - $60K,Married
788269158,Existing Customer,35.0,2.0,Blue,27.0,4.0,3.0,0.0,1806.0,0.963,2534.0,78.0,0.95,6.6354e-05,0.99993,3280.0,0.551,1474.0,Graduate,F,Others,Single
715898058,Existing Customer,53.0,2.0,Blue,36.0,5.0,1.0,3.0,0.0,0.539,1656.0,41.0,0.367,9.2637e-05,0.99991,11023.0,0.0,11023.0,Graduate,M,Others,Married
711906033,Existing Customer,48.0,3.0,Blue,36.0,4.0,2.0,2.0,1131.0,0.566,3546.0,63.0,0.615,0.00011811,0.99988,6182.0,0.183,5051.0,Graduate,F,Less than $40K,Others
711367308,Existing Customer,37.0,3.0,Blue,19.0,3.0,3.0,4.0,1185.0,0.998,2614.0,67.0,0.861,0.00055052,0.99945,2186.0,0.542,1001.0,Uneducated,M,$40K - $60K,Single
790186458,Existing Customer,45.0,3.0,Blue,39.0,3.0,1.0,0.0,864.0,0.597,1589.0,30.0,0.667,2.1676e-05,0.99998,17996.0,0.048,17132.0,Uneducated,M,$80K - $120K,Single
712040433,Existing Customer,54.0,1.0,Blue,43.0,6.0,2.0,3.0,2200.0,0.697,2097.0,57.0,0.541,0.00017468,0.99983,2306.0,0.954,106.0,High School,F,Less than $40K,Married
709616958,Existing Customer,38.0,2.0,Silver,30.0,4.0,3.0,4.0,1583.0,0.694,3168.0,73.0,0.738,0.00045327,0.99955,26556.0,0.06,24973.0,High School,M,$60K - $80K,Single
714633858,Existing Customer,35.0,2.0,Blue,18.0,3.0,3.0,2.0,2517.0,1.201,2102.0,32.0,1.133,0.00017488,0.99983,3152.0971223021584,0.436,3262.0,College,F,Less than $40K,Married
794818833,Existing Customer,36.0,1.0,Blue,30.0,6.0,1.0,2.0,2078.0,0.79,2661.0,58.0,0.871,5.3155e-05,0.99995,5494.0,0.378,3416.0,Uneducated,F,Less than $40K,Single
711219333,Existing Customer,33.0,1.0,Blue,14.0,6.0,1.0,0.0,2264.0,0.696,2273.0,49.0,0.485,2.2438e-05,0.99998,7571.0,0.299,5307.0,Others,M,Others,Married
713384508,Existing Customer,28.0,1.0,Blue,14.0,4.0,3.0,1.0,1398.0,0.907,2698.0,73.0,0.872,9.8983e-05,0.9999,2897.0,0.483,1499.0,High School,M,Less than $40K,Single
772514808,Existing Customer,36.0,2.0,Blue,26.0,3.0,2.0,4.0,2379.0,0.748,2315.0,63.0,0.853,0.00033577,0.99966,3131.0,0.76,752.0,Uneducated,F,$40K - $60K,Single
710808108,Existing Customer,34.0,3.0,Blue,27.0,3.0,3.0,2.0,2517.0,0.666,2257.0,54.0,0.8,0.00018146,0.99982,4274.0,0.589,1757.0,College,F,Less than $40K,Others
778973658,Existing Customer,55.0,0.0,Blue,36.0,4.0,6.0,4.0,906.0,0.721,2273.0,66.0,0.886,0.00050583,0.99949,4980.0,0.182,4074.0,Others,M,$60K - $80K,Married
712005108,Existing Customer,61.0,0.0,Blue,48.0,3.0,3.0,3.0,2155.0,0.438,1376.0,44.0,0.571,0.00030545,0.99969,3156.0,0.683,1001.0,Others,F,Less than $40K,Married
804577833,Existing Customer,44.0,2.0,Blue,39.0,5.0,1.0,0.0,2101.0,0.464,3974.0,63.0,0.909,2.0316e-05,0.99998,6861.0,0.306,4760.0,Graduate,F,Less than $40K,Married
715028283,Existing Customer,54.0,1.0,Blue,46.0,3.0,3.0,2.0,2497.0,1.027,2836.0,61.0,0.605,0.00016883,0.99983,15554.0,0.161,13057.0,Graduate,M,$80K - $120K,Married
789786258,Existing Customer,39.0,2.0,Blue,28.0,3.0,2.0,4.0,1915.0,1.454,2118.0,33.0,1.062,0.00031746,0.99968,26570.0,0.072,24655.0,High School,M,$80K - $120K,Married
715421058,Existing Customer,51.0,1.0,Blue,36.0,3.0,2.0,4.0,979.0,1.255,3346.0,69.0,1.156,0.00033692,0.99966,22224.0,0.044,21245.0,Others,M,$60K - $80K,Married
797166633,Existing Customer,47.0,2.0,Blue,41.0,6.0,2.0,4.0,1713.0,0.899,2694.0,61.0,0.906,0.00035894,0.99964,10606.0,0.162,8893.0,Others,M,$80K - $120K,Single
711041508,Existing Customer,37.0,1.0,Blue,25.0,4.0,3.0,4.0,2517.0,1.348,2623.0,47.0,1.35,0.00047086,0.99953,5865.0,0.429,3348.0,High School,F,$40K - $60K,Married
712847208,Existing Customer,47.0,3.0,Blue,36.0,5.0,2.0,3.0,1854.0,0.959,1898.0,50.0,0.786,0.00019864,0.9998,5369.0,0.345,3515.0,Graduate,F,$40K - $60K,Others
779174133,Existing Customer,56.0,3.0,Blue,43.0,5.0,1.0,5.0,753.0,0.591,1540.0,30.0,0.429,0.00029175,0.99971,5188.0,0.145,4435.0,Uneducated,M,Others,Married
715680933,Existing Customer,53.0,1.0,Blue,36.0,4.0,2.0,4.0,1463.0,0.803,3369.0,55.0,0.774,0.00030653,0.99969,17742.0,0.082,16279.0,Graduate,M,$80K - $120K,Single
770871708,Existing Customer,62.0,0.0,Blue,48.0,5.0,1.0,5.0,0.0,0.601,2123.0,56.0,0.697,0.00023467,0.99977,2591.0,0.0,2591.0,Graduate,M,$40K - $60K,Married
772643058,Existing Customer,58.0,3.0,Blue,48.0,6.0,2.0,3.0,1834.0,0.615,1571.0,36.0,0.636,0.00019864,0.9998,2800.0,0.655,966.0,Graduate,F,Less than $40K,Married
718199133,Existing Customer,57.0,1.0,Blue,36.0,3.0,2.0,2.0,2260.0,0.448,1519.0,31.0,0.632,0.00010386,0.9999,6543.0,0.345,4283.0,High School,M,$80K - $120K,Married
721475133,Existing Customer,54.0,1.0,Blue,36.0,6.0,3.0,4.0,829.0,0.669,2768.0,70.0,0.628,0.00070078,0.9993,8382.363636363636,0.032,25224.0,Others,F,Others,Single
766322883,Existing Customer,33.0,3.0,Blue,26.0,6.0,3.0,5.0,1344.0,0.823,2401.0,71.0,0.732,0.00090051,0.9991,6316.0,0.213,4972.0,College,F,$40K - $60K,Single
